2021-05-07 14:14:46,499 - Start training !
2021-05-07 14:14:46,499 - Start training ... 

2021-05-07 14:19:14,939 - [TRAIN] TOTAL STEP:   1302/1655100	 cls loss: 2.345	 iou loss: 4.421	 avg loss: 58.627483	 lr: 0.010000
2021-05-07 14:19:18,808 - [TRAIN] TOTAL STEP:   1322/1655100	 cls loss: 3.719	 iou loss: 7.058	 avg loss: 57.829254	 lr: 0.010000
2021-05-07 14:19:22,635 - [TRAIN] TOTAL STEP:   1342/1655100	 cls loss: 1.670	 iou loss: 3.240	 avg loss: 57.044243	 lr: 0.010000
2021-05-07 14:19:26,434 - [TRAIN] TOTAL STEP:   1362/1655100	 cls loss: 1.271	 iou loss: 2.047	 avg loss: 56.284542	 lr: 0.010000
2021-05-07 14:19:30,203 - [TRAIN] TOTAL STEP:   1382/1655100	 cls loss: 4.530	 iou loss: 2.607	 avg loss: 55.556764	 lr: 0.010000
2021-05-07 14:19:34,038 - [TRAIN] TOTAL STEP:   1402/1655100	 cls loss: 1.732	 iou loss: 2.670	 avg loss: 54.848367	 lr: 0.010000
2021-05-07 14:19:37,869 - [TRAIN] TOTAL STEP:   1422/1655100	 cls loss: 2.648	 iou loss: 4.949	 avg loss: 54.155860	 lr: 0.010000
2021-05-07 14:19:41,720 - [TRAIN] TOTAL STEP:   1442/1655100	 cls loss: 1.901	 iou loss: 1.994	 avg loss: 53.482124	 lr: 0.010000
2021-05-07 14:19:45,495 - [TRAIN] TOTAL STEP:   1462/1655100	 cls loss: 1.663	 iou loss: 1.632	 avg loss: 52.826673	 lr: 0.010000
2021-05-07 14:19:49,288 - [TRAIN] TOTAL STEP:   1482/1655100	 cls loss: 3.477	 iou loss: 2.475	 avg loss: 52.196251	 lr: 0.010000
2021-05-07 14:19:53,086 - [TRAIN] TOTAL STEP:   1502/1655100	 cls loss: 1.848	 iou loss: 1.608	 avg loss: 51.568840	 lr: 0.010000
2021-05-07 14:19:56,906 - [TRAIN] TOTAL STEP:   1522/1655100	 cls loss: 1.241	 iou loss: 3.605	 avg loss: 50.968216	 lr: 0.010000
2021-05-07 14:20:00,754 - [TRAIN] TOTAL STEP:   1542/1655100	 cls loss: 4.052	 iou loss: 3.829	 avg loss: 50.381401	 lr: 0.010000
2021-05-07 14:20:04,573 - [TRAIN] TOTAL STEP:   1562/1655100	 cls loss: 3.031	 iou loss: 3.246	 avg loss: 49.817835	 lr: 0.010000
2021-05-07 14:20:08,419 - [TRAIN] TOTAL STEP:   1582/1655100	 cls loss: 3.528	 iou loss: 2.388	 avg loss: 49.257278	 lr: 0.010000
2021-05-07 14:20:12,246 - [TRAIN] TOTAL STEP:   1602/1655100	 cls loss: 2.503	 iou loss: 1.717	 avg loss: 48.714752	 lr: 0.010000
2021-05-07 14:20:16,038 - [TRAIN] TOTAL STEP:   1622/1655100	 cls loss: 2.955	 iou loss: 3.425	 avg loss: 48.186985	 lr: 0.010000
2021-05-07 14:20:19,847 - [TRAIN] TOTAL STEP:   1642/1655100	 cls loss: 1.912	 iou loss: 3.575	 avg loss: 47.669048	 lr: 0.010000
2021-05-07 14:20:23,638 - [TRAIN] TOTAL STEP:   1662/1655100	 cls loss: 2.042	 iou loss: 2.754	 avg loss: 47.160710	 lr: 0.010000
2021-05-07 14:20:27,504 - [TRAIN] TOTAL STEP:   1682/1655100	 cls loss: 1.740	 iou loss: 1.856	 avg loss: 46.670599	 lr: 0.010000
2021-05-07 14:20:31,278 - [TRAIN] TOTAL STEP:   1702/1655100	 cls loss: 4.033	 iou loss: 0.642	 avg loss: 46.177784	 lr: 0.010000
2021-05-07 14:20:35,040 - [TRAIN] TOTAL STEP:   1722/1655100	 cls loss: 2.115	 iou loss: 1.445	 avg loss: 45.707046	 lr: 0.010000
2021-05-07 14:20:38,801 - [TRAIN] TOTAL STEP:   1742/1655100	 cls loss: 2.138	 iou loss: 4.814	 avg loss: 45.242428	 lr: 0.010000
2021-05-07 14:20:42,645 - [TRAIN] TOTAL STEP:   1762/1655100	 cls loss: 2.789	 iou loss: 3.735	 avg loss: 44.790360	 lr: 0.010000
2021-05-07 14:20:46,490 - [TRAIN] TOTAL STEP:   1782/1655100	 cls loss: 2.459	 iou loss: 2.791	 avg loss: 44.350432	 lr: 0.010000
2021-05-07 14:20:50,371 - [TRAIN] TOTAL STEP:   1802/1655100	 cls loss: 3.235	 iou loss: 5.353	 avg loss: 43.915693	 lr: 0.010000
2021-05-07 14:20:54,176 - [TRAIN] TOTAL STEP:   1822/1655100	 cls loss: 0.987	 iou loss: 0.183	 avg loss: 43.490567	 lr: 0.010000
2021-05-07 14:20:57,997 - [TRAIN] TOTAL STEP:   1842/1655100	 cls loss: 2.744	 iou loss: 3.058	 avg loss: 43.075291	 lr: 0.010000
2021-05-07 14:21:01,818 - [TRAIN] TOTAL STEP:   1862/1655100	 cls loss: 1.489	 iou loss: 2.142	 avg loss: 42.670055	 lr: 0.010000
2021-05-07 14:21:05,595 - [TRAIN] TOTAL STEP:   1882/1655100	 cls loss: 2.886	 iou loss: 2.703	 avg loss: 42.276926	 lr: 0.010000
2021-05-07 14:21:09,365 - [TRAIN] TOTAL STEP:   1902/1655100	 cls loss: 3.220	 iou loss: 2.169	 avg loss: 41.890056	 lr: 0.010000
2021-05-07 14:21:13,201 - [TRAIN] TOTAL STEP:   1922/1655100	 cls loss: 1.634	 iou loss: 3.322	 avg loss: 41.514909	 lr: 0.010000
2021-05-07 14:21:16,961 - [TRAIN] TOTAL STEP:   1942/1655100	 cls loss: 2.556	 iou loss: 2.268	 avg loss: 41.142143	 lr: 0.010000
2021-05-07 14:21:20,717 - [TRAIN] TOTAL STEP:   1962/1655100	 cls loss: 2.460	 iou loss: 2.859	 avg loss: 40.777724	 lr: 0.010000
2021-05-07 14:21:24,571 - [TRAIN] TOTAL STEP:   1982/1655100	 cls loss: 1.316	 iou loss: 5.954	 avg loss: 40.429785	 lr: 0.010000
2021-05-07 14:21:28,362 - [TRAIN] TOTAL STEP:   2002/1655100	 cls loss: 2.762	 iou loss: 2.206	 avg loss: 40.086811	 lr: 0.010000
2021-05-07 14:21:32,143 - [TRAIN] TOTAL STEP:   2022/1655100	 cls loss: 1.594	 iou loss: 3.363	 avg loss: 39.745547	 lr: 0.010000
2021-05-07 14:21:36,008 - [TRAIN] TOTAL STEP:   2042/1655100	 cls loss: 3.041	 iou loss: 2.597	 avg loss: 39.414755	 lr: 0.010000
2021-05-07 14:21:39,800 - [TRAIN] TOTAL STEP:   2062/1655100	 cls loss: 1.804	 iou loss: 1.759	 avg loss: 39.081903	 lr: 0.010000
2021-05-07 14:21:43,611 - [TRAIN] TOTAL STEP:   2082/1655100	 cls loss: 1.364	 iou loss: 1.672	 avg loss: 38.756902	 lr: 0.010000
2021-05-07 14:21:47,431 - [TRAIN] TOTAL STEP:   2102/1655100	 cls loss: 3.136	 iou loss: 2.782	 avg loss: 38.442398	 lr: 0.010000
2021-05-07 14:21:51,138 - [TRAIN] TOTAL STEP:   2122/1655100	 cls loss: 1.398	 iou loss: 2.273	 avg loss: 38.129550	 lr: 0.010000
2021-05-07 14:21:54,965 - [TRAIN] TOTAL STEP:   2142/1655100	 cls loss: 2.013	 iou loss: 2.848	 avg loss: 37.822134	 lr: 0.010000
2021-05-07 14:21:58,783 - [TRAIN] TOTAL STEP:   2162/1655100	 cls loss: 2.858	 iou loss: 3.736	 avg loss: 37.519951	 lr: 0.010000
2021-05-07 14:22:02,604 - [TRAIN] TOTAL STEP:   2182/1655100	 cls loss: 1.455	 iou loss: 0.583	 avg loss: 37.228408	 lr: 0.010000
2021-05-07 14:22:06,397 - [TRAIN] TOTAL STEP:   2202/1655100	 cls loss: 3.099	 iou loss: 3.724	 avg loss: 36.936852	 lr: 0.010000
2021-05-07 14:22:10,267 - [TRAIN] TOTAL STEP:   2222/1655100	 cls loss: 3.018	 iou loss: 1.836	 avg loss: 36.654612	 lr: 0.010000
2021-05-07 14:22:14,174 - [TRAIN] TOTAL STEP:   2242/1655100	 cls loss: 2.775	 iou loss: 4.407	 avg loss: 36.374301	 lr: 0.010000
2021-05-07 14:22:17,981 - [TRAIN] TOTAL STEP:   2262/1655100	 cls loss: 2.414	 iou loss: 1.877	 avg loss: 36.096631	 lr: 0.010000
2021-05-07 14:22:21,707 - [TRAIN] TOTAL STEP:   2282/1655100	 cls loss: 1.237	 iou loss: 1.453	 avg loss: 35.822573	 lr: 0.010000
2021-05-07 14:22:25,494 - [TRAIN] TOTAL STEP:   2302/1655100	 cls loss: 3.150	 iou loss: 2.454	 avg loss: 35.563828	 lr: 0.010000
2021-05-07 14:22:29,216 - [TRAIN] TOTAL STEP:   2322/1655100	 cls loss: 3.621	 iou loss: 4.571	 avg loss: 35.313276	 lr: 0.010000
2021-05-07 14:22:33,066 - [TRAIN] TOTAL STEP:   2342/1655100	 cls loss: 1.766	 iou loss: 4.029	 avg loss: 35.058132	 lr: 0.010000
2021-05-07 14:22:36,854 - [TRAIN] TOTAL STEP:   2362/1655100	 cls loss: 1.894	 iou loss: 1.095	 avg loss: 34.803722	 lr: 0.010000
2021-05-07 14:22:40,685 - [TRAIN] TOTAL STEP:   2382/1655100	 cls loss: 1.911	 iou loss: 3.551	 avg loss: 34.560551	 lr: 0.010000
2021-05-07 14:22:44,546 - [TRAIN] TOTAL STEP:   2402/1655100	 cls loss: 2.194	 iou loss: 1.961	 avg loss: 34.316644	 lr: 0.010000
2021-05-07 14:22:48,384 - [TRAIN] TOTAL STEP:   2422/1655100	 cls loss: 2.753	 iou loss: 4.288	 avg loss: 34.076593	 lr: 0.010000
